log_id,log_timestamp,site_id,zone_id,device_id,badge_id,user_id,outcome
LOG-002046,2025-01-13 18:48:59+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00166,USR-0166,invalid_credential
LOG-002047,2025-01-05 21:33:21+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00177,USR-0177,granted
LOG-002048,2025-01-08 14:20:59+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00179,USR-0179,granted
LOG-002049,2025-01-04 16:58:19+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00030,USR-0030,granted
LOG-002050,2025-01-11 02:19:24+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00030,USR-0030,granted
LOG-002051,2025-01-02 15:41:29+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00081,USR-0081,granted
LOG-002052,2025-01-08 06:31:51+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00101,USR-0101,granted
LOG-002053,2025-01-06 18:39:01+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00192,USR-0192,granted
LOG-002054,2025-01-09 23:25:51+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00064,USR-0064,granted
LOG-002055,2025-01-07 22:01:05+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00167,USR-0167,denied
LOG-002056,2025-01-14 17:50:25+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00178,USR-0178,granted
LOG-002057,2025-01-14 18:19:35+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00194,USR-0194,granted
LOG-002058,2025-01-04 23:28:24+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00038,USR-0038,granted
LOG-002059,2025-01-01 12:31:45+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00049,USR-0049,granted
LOG-002060,2025-01-07 21:33:10+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00044,USR-0044,granted
LOG-002061,2025-01-09 06:17:23+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00148,USR-0148,granted
LOG-002062,2025-01-11 12:34:08+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00138,USR-0138,granted
LOG-002063,2025-01-08 08:23:52+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00082,USR-0082,invalid_credential
LOG-002064,2025-01-09 05:01:48+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00018,USR-0018,granted
LOG-002065,2025-01-01 07:41:34+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,,USR-0000,granted
LOG-002066,2025-01-11 16:14:35+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00147,USR-0147,granted
LOG-002067,2025-01-05 14:47:35+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00095,USR-0095,granted
LOG-002068,2025-01-06 09:09:38+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00054,USR-0054,denied
LOG-002069,2025-01-06 22:06:12+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,,USR-0000,granted
LOG-002070,2025-01-02 00:03:40+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00133,USR-0133,granted
LOG-002071,2025-01-07 22:04:27+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00119,USR-0119,denied
LOG-002072,2025-01-06 08:04:41+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00175,USR-0175,denied
LOG-002073,2025-01-04 06:26:27+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00063,USR-0063,granted
LOG-002074,2025-01-04 10:36:34+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00122,USR-0122,denied
LOG-002075,2025-01-01 11:27:26+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00172,USR-0172,granted
LOG-002076,2025-01-13 10:15:54+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00043,USR-0043,granted
LOG-002077,2025-01-05 02:43:51+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00057,USR-0057,granted
LOG-002078,2025-01-13 05:51:14+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00010,USR-0010,granted
LOG-002079,2025-01-12 17:01:02+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00075,USR-0075,granted
LOG-002080,2025-01-07 09:42:01+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00009,USR-0009,granted
LOG-002081,2025-01-12 07:26:23+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00150,USR-0150,granted
LOG-002082,2025-01-03 23:00:19+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00018,USR-0018,granted
LOG-002083,2025-01-03 12:43:55+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00139,USR-0139,denied
LOG-002084,2025-01-13 14:04:22+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00116,USR-0116,denied
LOG-002085,2025-01-10 01:09:23+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00198,USR-0198,granted
LOG-002086,2025-01-10 15:33:46+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00070,USR-0070,denied
LOG-002087,2025-01-13 22:20:42+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00069,USR-0069,granted
LOG-002088,2025-01-01 04:41:13+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00049,USR-0049,granted
LOG-002089,2025-01-03 09:49:40+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00108,USR-0108,granted
LOG-002090,2025-01-14 11:07:15+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00044,USR-0044,granted
LOG-002091,2025-01-02 19:14:05+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00023,USR-0023,granted
LOG-002092,2025-01-07 06:42:22+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00190,USR-0190,granted
LOG-002093,2025-01-01 07:26:27+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00136,USR-0136,invalid_credential
LOG-002094,2025-01-05 13:27:36+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00024,USR-0024,granted
LOG-002095,2025-01-03 09:55:47+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00124,USR-0124,granted
LOG-002096,2025-01-04 13:56:52+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00061,USR-0061,granted
LOG-002097,2025-01-12 09:29:16+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00037,USR-0037,granted
LOG-002098,2025-01-04 20:39:33+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00095,USR-0095,tailgated
LOG-002099,2025-01-12 09:30:00+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00158,USR-0158,granted
LOG-002100,2025-01-13 12:40:33+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,,USR-0001,granted
LOG-002101,2025-01-08 13:35:29+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00072,USR-0072,granted
LOG-002102,2025-01-08 12:57:33+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00185,USR-0185,granted
LOG-002103,2025-01-05 16:04:38+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00079,USR-0079,granted
LOG-002104,2025-01-10 08:00:30+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00020,USR-0020,granted
LOG-002105,2025-01-12 07:04:40+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00086,USR-0086,granted
LOG-002106,2025-01-13 02:01:25+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00137,USR-0137,granted
LOG-002107,2025-01-03 17:31:29+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00200,USR-0200,granted
LOG-002108,2025-01-10 14:33:38+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00126,USR-0126,granted
LOG-002109,2025-01-02 22:59:26+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00011,USR-0011,granted
LOG-002110,2025-01-07 20:43:14+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00162,USR-0162,??unknown??
LOG-002111,2025-01-02 05:58:27+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00157,USR-0157,granted
LOG-002112,2025-01-08 16:48:00+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00131,USR-0131,granted
LOG-002113,2025-01-12 22:02:42+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00180,USR-0180,granted
LOG-002114,2025-01-12 10:31:04+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00154,USR-0154,granted
LOG-002115,2025-01-11 00:11:13+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00047,USR-0047,granted
LOG-002116,2025-01-09 02:03:03+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00085,USR-0085,granted
LOG-002117,2025-01-09 17:51:38+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00102,USR-0102,granted
LOG-002118,2025-01-02 09:32:23+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00098,USR-0098,granted
LOG-002119,2025-01-11 04:25:43+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00128,USR-0128,granted
LOG-002120,2025-01-10 12:59:05+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00141,USR-0141,denied
LOG-002121,2025-01-03 00:12:30+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00021,USR-0021,granted
LOG-002122,2025-01-09 20:28:36+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00114,USR-0114,granted
LOG-002123,2025-01-06 09:17:19+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00008,USR-0008,granted
LOG-002124,2025-01-08 03:06:39+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00103,USR-0103,granted
LOG-002125,2025-01-12 09:32:32+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00085,USR-0085,denied
LOG-002126,2025-01-05 12:13:31+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00042,USR-0042,granted
LOG-002127,2025-01-13 20:01:58+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00199,USR-0199,granted
LOG-002128,2025-01-06 20:03:33+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00052,USR-0052,granted
LOG-002129,2025-01-08 04:23:59+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00012,USR-0012,granted
LOG-002130,2025-01-01 09:41:49+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00072,USR-0072,granted
LOG-002131,2025-01-02 17:00:44+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00152,USR-0152,granted
LOG-002132,2025-01-04 22:39:10+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00002,USR-0002,granted
LOG-002133,2025-01-14 16:46:53+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00099,USR-0099,granted
LOG-002134,2025-01-04 15:19:29+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00084,USR-0084,granted
LOG-002135,2025-01-06 12:43:45+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00174,USR-0174,granted
LOG-002136,2025-01-12 22:56:50+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00001,USR-0001,granted
LOG-002137,2025-01-05 11:10:54+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00004,USR-0004,denied
LOG-002138,2025-01-12 09:08:26+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00114,USR-0114,granted
LOG-002139,2025-01-02 16:19:00+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00036,USR-0036,granted
LOG-002140,2025-01-02 20:44:49+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00141,USR-0141,granted
LOG-002141,2025-01-01 04:14:35+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00056,USR-0056,granted
LOG-002142,2025-01-02 17:57:26+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00113,USR-0113,denied
LOG-002143,2025-01-09 10:50:02+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00008,USR-0008,granted
LOG-002144,2025-01-02 06:30:27+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,,USR-0139,denied
LOG-002145,2025-01-09 13:46:35+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00104,USR-0104,granted
LOG-002146,2025-01-09 09:18:07+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00001,USR-0001,granted
LOG-002147,2025-01-04 06:42:17+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00054,USR-0054,granted
LOG-002148,2025-01-01 12:29:16+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00012,USR-0012,granted
LOG-002149,2025-01-03 06:25:38+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00009,USR-0009,granted
LOG-002150,2025-01-03 00:05:03+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00140,USR-0140,granted
LOG-002151,2025-01-08 09:24:38+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00086,USR-0086,granted
LOG-002152,2025-01-14 00:48:31+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00161,USR-0161,granted
LOG-002153,2025-01-07 02:17:47+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00052,USR-0052,granted
LOG-002154,2025-01-09 20:56:22+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00144,USR-0144,granted
LOG-002155,2025-01-05 06:01:38+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00124,USR-0124,granted
LOG-002156,2025-01-02 06:49:56+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00133,USR-0133,granted
LOG-002157,2025-01-04 01:19:33+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00166,USR-0166,denied
LOG-002158,2025-01-07 17:01:04+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00142,USR-0142,granted
LOG-002159,2025-01-13 00:43:35+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00150,USR-0150,granted
LOG-002160,2025-01-04 11:30:40+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00148,USR-0148,granted
LOG-002161,2025-01-14 18:33:57+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00090,USR-0090,granted
LOG-002162,2025-01-09 22:38:38+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00145,USR-0145,denied
LOG-002163,2025-01-05 23:28:30+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00169,USR-0169,granted
LOG-002164,2025-01-09 17:07:32+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00148,USR-0148,granted
LOG-002165,2025-01-10 18:34:17+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00122,USR-0122,??unknown??
LOG-002166,2025-01-10 14:28:05+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00015,USR-0015,??unknown??
LOG-002167,2025-01-13 02:49:24+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00088,USR-0088,granted
LOG-002168,2025-01-10 06:24:27+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00013,USR-0013,granted
LOG-002169,2025-01-01 09:03:01+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00021,USR-0021,granted
LOG-002170,2025-01-06 06:45:34+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00073,USR-0073,granted
LOG-002171,2025-01-13 17:06:34+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00093,USR-0093,granted
LOG-002172,2025-01-03 21:35:01+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00106,USR-0106,granted
LOG-002173,2025-01-07 23:42:49+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00181,USR-0181,granted
LOG-002174,2025-01-08 00:04:47+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00153,USR-0153,granted
LOG-002175,2025-01-08 19:04:02+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00085,USR-0085,granted
LOG-002176,2025-01-13 03:58:18+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00067,USR-0067,invalid_credential
LOG-002177,2025-01-08 13:23:49+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00143,USR-0143,granted
LOG-002178,2025-01-01 00:10:05+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00056,USR-0056,denied
LOG-002179,2025-01-04 09:37:23+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00177,USR-0177,granted
LOG-002181,2025-01-11 22:49:58+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00137,USR-0137,granted
LOG-002182,2025-01-10 01:17:31+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00050,USR-0050,granted
LOG-002183,2025-01-11 06:03:55+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00125,USR-0125,granted
LOG-002184,2025-01-04 08:53:39+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00165,USR-0165,granted
LOG-002185,2025-01-02 08:11:09+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00015,USR-0015,granted
LOG-002186,2025-01-14 06:41:15+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00036,USR-0036,granted
LOG-002187,2025-01-08 21:05:51+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00104,USR-0104,granted
LOG-002188,2025-01-11 08:07:25+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00072,USR-0072,granted
LOG-002189,2025-01-14 09:33:37+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00142,USR-0142,granted
LOG-002190,2025-01-03 13:19:57+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00081,USR-0081,granted
LOG-002191,2025-01-13 04:42:31+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00200,USR-0200,granted
LOG-002192,2025-01-06 03:04:33+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00060,USR-0060,granted
LOG-002193,2025-01-09 18:18:12+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00073,USR-0073,granted
LOG-002194,2025-01-06 09:55:15+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00001,USR-0001,granted
LOG-002195,2025-01-03 18:45:38+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00050,USR-0050,granted
LOG-002196,2025-01-13 07:29:32+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00048,USR-0048,granted
LOG-002197,2025-01-05 20:40:00+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00153,USR-0153,??unknown??
LOG-002198,2025-01-01 08:19:42+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00068,USR-0068,granted
LOG-002199,2025-01-03 02:31:12+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,,USR-0000,granted
LOG-002200,2025-01-14 11:03:40+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00063,USR-0063,granted
LOG-002201,2025-01-12 12:10:06+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00113,USR-0113,denied
LOG-002202,2025-01-10 07:17:50+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00158,USR-0158,granted
LOG-002203,2025-01-11 21:37:59+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00196,USR-0196,granted
LOG-002204,2025-01-10 01:56:45+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00010,USR-0010,granted
LOG-002205,2025-01-13 17:52:48+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00169,USR-0169,granted
LOG-002206,2025-01-02 09:29:07+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00078,USR-0078,granted
LOG-002207,2025-01-01 21:18:02+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00162,USR-0162,tailgated
LOG-002208,2025-01-10 17:28:28+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00008,USR-0008,granted
LOG-002209,2025-01-14 12:08:36+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00126,USR-0126,granted
LOG-002210,2025-01-09 03:19:38+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00187,USR-0187,granted
LOG-002211,2025-01-14 12:43:09+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00008,USR-0008,granted
LOG-002212,2025-01-06 14:42:29+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00159,USR-0159,granted
LOG-002213,2025-01-10 10:36:05+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00023,USR-0023,granted
LOG-002214,2025-01-08 03:03:02+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00197,USR-0197,granted
LOG-002215,2025-01-13 08:16:01+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00149,USR-0149,granted
LOG-002216,2025-01-10 01:28:22+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00183,USR-0183,granted
LOG-002217,2025-01-07 03:18:53+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00180,USR-0180,denied
LOG-002218,2025-01-04 10:12:38+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00064,USR-0064,granted
LOG-002219,2025-01-05 09:18:12+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00084,USR-0084,granted
LOG-002220,2025-01-02 01:07:31+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00139,USR-0139,granted
LOG-002221,2025-01-03 03:52:03+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00035,USR-0035,granted
LOG-002222,2025-01-08 02:59:04+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00062,USR-0062,granted
LOG-002223,2025-01-01 10:36:37+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00020,USR-0020,granted
LOG-002224,2025-01-07 14:21:50+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00178,USR-0178,granted
LOG-002225,2025-01-01 14:06:38+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00050,USR-0050,granted
LOG-002226,2025-01-03 06:25:39+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00083,USR-0083,granted
LOG-002227,2025-01-10 16:21:58+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00091,USR-0091,granted
LOG-002228,2025-01-01 09:41:23+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00076,USR-0076,denied
LOG-002229,2025-01-05 17:05:19+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00156,USR-0156,denied
LOG-002230,2025-01-03 15:58:28+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00183,USR-0183,granted
LOG-002231,2025-01-01 18:09:52+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00115,USR-0115,granted
LOG-002232,2025-01-03 21:57:18+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00168,USR-0168,granted
LOG-002233,2025-01-02 13:41:58+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00023,USR-0023,granted
LOG-002234,2025-01-02 03:04:03+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00194,USR-0194,denied
LOG-002235,2025-01-10 07:32:06+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00024,USR-0024,granted
LOG-002236,2025-01-02 17:58:42+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00014,USR-0014,granted
LOG-002237,2025-01-14 03:23:46+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00005,USR-0005,granted
LOG-002238,2025-01-07 19:30:16+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00049,USR-0049,granted
LOG-002239,2025-01-06 17:04:49+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00168,USR-0168,granted
LOG-002240,2025-01-13 06:15:49+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00061,USR-0061,granted
LOG-002241,2025-01-11 21:17:33+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00159,USR-0159,granted
LOG-002242,2025-01-06 21:16:25+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00085,USR-0085,granted
LOG-002243,2025-01-14 15:07:23+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00021,USR-0021,granted
LOG-002244,2025-01-08 10:18:30+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00095,USR-0095,granted
LOG-002245,2025-01-10 21:59:17+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00047,USR-0047,granted
LOG-002246,2025-01-14 13:47:57+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00059,USR-0059,granted
LOG-002247,2025-01-11 02:55:47+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00104,USR-0104,granted
LOG-002248,2025-01-09 06:32:49+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00159,USR-0159,granted
LOG-002249,2025-01-09 14:56:32+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00118,USR-0118,granted
LOG-002250,2025-01-10 03:46:14+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00045,USR-0045,granted
LOG-002251,2025-01-14 16:29:56+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00144,USR-0144,granted
LOG-002252,2025-01-10 19:33:53+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00140,USR-0140,granted
LOG-002253,2025-01-05 04:44:04+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00048,USR-0048,granted
LOG-002254,2025-01-01 07:23:10+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00171,USR-0171,granted
LOG-002255,2025-01-11 23:05:01+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00169,USR-0169,granted
LOG-002256,2025-01-07 20:01:05+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00121,USR-0121,granted
LOG-002257,2025-01-06 19:27:57+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00060,USR-0060,denied
