event_id,event_timestamp,site_id,zone_id,device_id,event_type,confidence_score
EVT-000224,2025-01-10 03:46:41+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,object_left,0.8880023299048613
EVT-000225,2025-01-06 20:03:33+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,normal_motion,0.9181715103950501
EVT-000226,2025-01-14 13:51:27+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.6351646674723146
EVT-000227,2025-01-02 12:02:12+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.32062728710628075
EVT-000228,2025-01-14 18:49:04+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,normal_motion,0.44964363813506736
EVT-000229,2025-01-03 03:44:53+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,loitering,0.9190091415175395
EVT-000230,2025-01-05 00:50:39+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,tailgating,0.7132057722618137
EVT-000231,2025-01-12 12:00:49+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,normal_motion,0.5817292163919999
EVT-000232,2025-01-11 06:32:27+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,object_left,0.777676431405916
EVT-000233,2025-01-14 14:02:19+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,normal_motion,0.9016389168600771
EVT-000234,2025-01-11 11:59:39+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,tailgating,0.7137949169147347
EVT-000235,2025-01-09 22:02:04+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,loitering,0.7077948233859868
EVT-000236,2025-01-05 20:25:16+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,tailgating,0.7678164703592446
EVT-000237,2025-01-01 01:34:59+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.45012826630034813
EVT-000238,2025-01-02 17:37:11+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,object_left,0.731940566024651
EVT-000239,2025-01-05 04:03:10+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,loitering,0.8384196490028234
EVT-000240,2025-01-01 13:45:28+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.32155326493283143
EVT-000241,2025-01-08 02:44:53+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,normal_motion,0.5729539465725698
EVT-000242,2025-01-11 21:11:13+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,normal_motion,0.6021108124310257
EVT-000243,2025-01-14 11:39:11+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,loitering,0.9524756733750772
EVT-000244,2025-01-07 20:32:19+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.4779914381479985
EVT-000245,2025-01-13 06:00:05+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.5190697227118289
EVT-000246,2025-01-14 19:08:28+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.5734711209640806
EVT-000247,2025-01-13 00:54:07+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,tailgating,0.8193797921028452
EVT-000248,2025-01-07 12:13:50+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,normal_motion,0.6907187373825852
EVT-000249,2025-01-05 13:17:13+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,normal_motion,0.7621284307426306
EVT-000250,2025-01-14 16:34:47+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,loitering,0.8157155347090163
EVT-000251,2025-01-04 09:16:55+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,loitering,0.897969053059753
EVT-000252,2025-01-06 18:17:21+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,loitering,0.8820449513846038
EVT-000253,2025-01-02 00:52:26+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,normal_motion,0.6916267374616281
EVT-000254,2025-01-12 02:40:36+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,loitering,0.7951654462134982
EVT-000255,2025-01-10 02:20:42+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.7185590215449258
EVT-000256,2025-01-02 04:29:56+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,normal_motion,0.7469378011733959
EVT-000257,2025-01-04 02:34:03+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,normal_motion,0.793752969848801
EVT-000258,2025-01-08 18:38:05+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.8667481360079734
EVT-000259,2025-01-08 13:34:41+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,normal_motion,0.47003757920108413
EVT-000260,2025-01-12 05:29:30+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,intrusion,0.8966328772170417
EVT-000261,2025-01-04 17:24:30+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.601691654492799
EVT-000262,2025-01-13 22:41:58+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,normal_motion,0.5852889647201238
EVT-000263,2025-01-07 05:20:34+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.5026105620584795
EVT-000264,2025-01-12 12:23:15+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.3771656995153393
EVT-000265,2025-01-04 08:05:44+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,normal_motion,0.6139019169043506
EVT-000266,2025-01-01 12:25:18+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,object_left,0.8585371381602588
EVT-000267,2025-01-01 18:29:51+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.6128990221121438
EVT-000268,2025-01-06 05:13:39+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,normal_motion,0.48089346874517197
EVT-000269,2025-01-14 08:15:32+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,normal_motion,0.4350512481233488
EVT-000270,2025-01-01 16:21:44+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,normal_motion,0.6351447540565346
EVT-000271,2025-01-06 03:58:34+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.6226382290209743
EVT-000272,2025-01-02 12:43:06+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,normal_motion,0.6868922956981399
EVT-000273,2025-01-14 01:00:19+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,normal_motion,0.9278795649626437
EVT-000274,2025-01-10 10:54:08+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,loitering,0.7047242453237852
EVT-000275,2025-01-11 16:15:50+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.6727622650596194
EVT-000276,2025-01-10 23:39:16+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,object_left,1.0
EVT-000277,2025-01-10 04:45:38+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,loitering,0.7424711619778626
EVT-000278,2025-01-11 19:58:11+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,normal_motion,0.837424417016
EVT-000279,2025-01-01 02:43:46+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,normal_motion,0.46147803301000445
EVT-000280,2025-01-13 02:47:35+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,normal_motion,0.44340838927970366
EVT-000281,2025-01-11 08:35:39+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,normal_motion,0.594135161817517
EVT-000282,2025-01-11 08:26:55+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,normal_motion,0.5864711379933917
EVT-000283,2025-01-06 12:11:39+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,normal_motion,1.0
EVT-000284,2025-01-12 05:05:33+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,normal_motion,0.554254017193035
EVT-000285,2025-01-06 08:17:26+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.7844063576475157
EVT-000286,2025-01-01 16:27:05+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.47910095867523034
EVT-000287,2025-01-13 17:01:34+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,normal_motion,0.39094912734507425
EVT-000288,2025-01-04 06:48:12+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,normal_motion,0.7413890431349688
EVT-000289,2025-01-02 10:14:17+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,normal_motion,0.6738445367907054
EVT-000290,2025-01-09 16:57:26+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,normal_motion,0.5069222069027007
EVT-000291,2025-01-04 06:30:25+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.3626749475809623
EVT-000292,2025-01-13 00:19:47+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,normal_motion,0.48830649653421554
EVT-000293,2025-01-07 05:05:59+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.5917943344726093
EVT-000294,2025-01-01 01:30:42+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.7748508134825729
EVT-000295,2025-01-14 07:46:37+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,normal_motion,0.44451270376955143
EVT-000296,2025-01-08 04:54:54+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,loitering,0.8455267065812132
EVT-000297,2025-01-04 16:21:36+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,object_left,0.7094835639323039
EVT-000298,2025-01-10 11:34:05+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.2428098989817119
EVT-000299,2025-01-08 10:17:05+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,normal_motion,0.755067925190835
EVT-000300,2025-01-01 09:56:51+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,tailgating,0.884200345742102
EVT-000301,2025-01-11 15:14:28+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,normal_motion,0.6497993240185401
EVT-000302,2025-01-06 14:51:18+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.6370024724416116
EVT-000303,2025-01-10 19:08:18+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,normal_motion,0.7626879587195767
EVT-000304,2025-01-13 12:55:58+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,normal_motion,0.682638657134031
EVT-000305,2025-01-09 13:09:56+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,normal_motion,0.24340642624050285
EVT-000306,2025-01-10 09:39:41+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,normal_motion,0.4822831129266013
EVT-000307,2025-01-04 13:33:43+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.620730769402992
EVT-000308,2025-01-04 07:51:10+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,loitering,1.0
EVT-000309,2025-01-06 19:26:24+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.6716416094635156
EVT-000310,2025-01-12 22:32:03+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.7184049833504558
EVT-000311,2025-01-08 08:07:42+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.6912677604644518
EVT-000312,2025-01-05 20:56:17+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,normal_motion,0.5678587586168302
EVT-000313,2025-01-11 21:56:55+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,intrusion,0.8186957714073795
EVT-000314,2025-01-12 22:43:24+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,intrusion,0.7681502397589615
EVT-000315,2025-01-13 15:15:03+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,normal_motion,0.6624552222208433
EVT-000316,2025-01-05 04:26:41+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.43643291211742835
EVT-000317,2025-01-10 22:26:19+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,intrusion,0.8322522512906412
EVT-000318,2025-01-09 06:20:50+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,normal_motion,0.7362589945900957
EVT-000319,2025-01-07 06:51:15+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.6190300464443763
EVT-000320,2025-01-06 13:22:17+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,normal_motion,0.14043302005314062
EVT-000321,2025-01-02 14:29:22+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.40828674559322947
EVT-000322,2025-01-04 20:20:27+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,intrusion,0.6390049353120028
EVT-000323,2025-01-08 16:41:14+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,normal_motion,0.5180193310457433
EVT-000324,2025-01-13 09:52:59+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,normal_motion,0.3023785165306506
EVT-000325,2025-01-13 03:05:25+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,normal_motion,0.7852871082465408
EVT-000326,2025-01-03 15:01:52+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,normal_motion,0.6020033387315509
EVT-000327,2025-01-10 12:15:07+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,normal_motion,0.7657410733436588
EVT-000328,2025-01-02 04:29:47+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,normal_motion,0.6415438012829048
EVT-000329,2025-01-10 10:48:14+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,object_left,0.775948417949888
EVT-000330,2025-01-05 18:53:13+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,normal_motion,0.6544513871571774
EVT-000331,2025-01-07 07:08:55+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,normal_motion,0.70462324678815
EVT-000332,2025-01-11 01:07:35+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,normal_motion,0.9416145672834146
EVT-000333,2025-01-06 22:45:44+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.7456509503938782
EVT-000334,2025-01-12 07:17:48+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.36294910232316974
EVT-000335,2025-01-08 11:16:58+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,normal_motion,0.6669992272918355
EVT-000336,2025-01-14 23:34:38+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,object_left,0.8777344179720215
EVT-000337,2025-01-09 22:26:55+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,normal_motion,0.7804051209804219
EVT-000338,2025-01-05 03:34:38+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.5360092525411351
EVT-000339,2025-01-11 20:29:46+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,normal_motion,0.7747416667782191
EVT-000340,2025-01-06 17:04:05+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,loitering,0.9120372393931357
EVT-000341,2025-01-08 11:28:49+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.9858776155454595
EVT-000342,2025-01-02 21:58:18+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,normal_motion,0.48749973956272324
EVT-000343,2025-01-02 16:05:56+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,normal_motion,0.5238899135399362
EVT-000344,2025-01-09 01:09:24+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.5540821427310069
EVT-000345,2025-01-03 14:43:40+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,normal_motion,0.5264666774941837
EVT-000346,2025-01-14 23:11:11+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,normal_motion,0.46649688753545954
EVT-000347,2025-01-12 23:30:21+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,normal_motion,0.18559867414893855
EVT-000348,2025-01-10 19:29:44+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.5347950789415299
EVT-000349,2025-01-11 06:51:31+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,loitering,1.0
EVT-000350,2025-01-09 07:59:28+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,normal_motion,0.5260167231741134
EVT-000351,2025-01-01 20:15:26+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.8903071775293665
EVT-000352,2025-01-06 11:50:08+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,normal_motion,0.6020063719073794
EVT-000353,2025-01-07 22:35:20+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.7936543582776203
EVT-000354,2025-01-13 19:32:24+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.6392130619094952
EVT-000355,2025-01-04 01:44:55+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,intrusion,0.7993830733307665
EVT-000356,2025-01-07 22:57:49+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,normal_motion,0.6418862330900343
EVT-000357,2025-01-05 19:36:21+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,normal_motion,0.8053176947855344
EVT-000358,2025-01-02 21:08:49+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,normal_motion,0.60839090251986
EVT-000359,2025-01-02 10:36:49+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,object_left,0.9587454620148465
EVT-000360,2025-01-06 02:46:00+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,normal_motion,0.6549499400475065
EVT-000361,2025-01-02 03:41:35+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,normal_motion,0.5567571812809021
EVT-000362,2025-01-01 22:34:03+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,normal_motion,0.6607473478387015
EVT-000363,2025-01-05 21:53:29+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,intrusion,0.9635274731653188
EVT-000364,2025-01-03 19:51:52+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,normal_motion,0.5594404586856837
EVT-000365,2025-01-08 18:24:56+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.6629197339279872
EVT-000366,2025-01-01 05:56:11+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,tailgating,0.8186846061091719
EVT-000367,2025-01-05 05:24:31+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,loitering,0.8665515462016762
EVT-000368,2025-01-07 08:18:06+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,object_left,0.9278829717121031
EVT-000369,2025-01-14 11:36:58+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,normal_motion,0.24249169455639574
EVT-000370,2025-01-09 21:12:18+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,loitering,0.8783906001175473
EVT-000371,2025-01-13 07:55:17+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,normal_motion,0.26707886120654206
EVT-000372,2025-01-05 19:20:45+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,normal_motion,0.8204905846411846
EVT-000373,2025-01-07 07:06:08+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,normal_motion,0.625421080678989
EVT-000374,2025-01-06 21:14:52+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,normal_motion,0.7499511029807984
EVT-000375,2025-01-13 10:09:51+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,loitering,0.8518991186640108
EVT-000376,2025-01-14 10:17:38+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.3671238790049918
EVT-000377,2025-01-14 11:20:38+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,normal_motion,0.639113157621175
EVT-000378,2025-01-11 12:39:33+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,normal_motion,0.5949594840065787
EVT-000379,2025-01-08 01:02:42+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,normal_motion,0.5262688760764251
EVT-000380,2025-01-08 13:43:39+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,normal_motion,0.6126991921099145
EVT-000381,2025-01-14 17:27:04+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,intrusion,0.8253176204488414
EVT-000382,2025-01-04 23:36:19+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.7251788321053586
EVT-000383,2025-01-05 20:29:36+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,1.0
EVT-000384,2025-01-13 13:23:26+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,normal_motion,0.7265905337330033
EVT-000385,2025-01-06 09:48:14+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,intrusion,0.8151830209163325
EVT-000386,2025-01-04 06:59:32+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.5714892490648883
EVT-000387,2025-01-08 20:19:02+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,normal_motion,0.29178580384870595
EVT-000388,2025-01-05 13:18:53+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.5717120800490985
EVT-000389,2025-01-13 11:19:59+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,intrusion,0.7031736240131152
EVT-000390,2025-01-13 17:26:43+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,normal_motion,0.45452994073273895
EVT-000391,2025-01-05 06:49:08+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,normal_motion,0.5735451074266005
EVT-000392,2025-01-08 09:55:33+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,loitering,0.8677591116923592
EVT-000393,2025-01-14 18:37:16+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,loitering,0.9039304552942874
EVT-000394,2025-01-11 09:25:06+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,normal_motion,0.7124185523109845
EVT-000395,2025-01-04 00:27:01+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,object_left,0.8564943087550743
EVT-000396,2025-01-09 06:29:23+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,normal_motion,0.6932401969681456
EVT-000397,2025-01-09 16:16:58+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,normal_motion,0.5944126121171809
EVT-000398,2025-01-10 03:33:19+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,normal_motion,0.6296334423791256
EVT-000399,2025-01-01 08:24:11+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,normal_motion,0.42222231292015233
EVT-000400,2025-01-05 04:35:33+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.2720337031874149
EVT-000401,2025-01-12 23:08:59+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,loitering,1.0
EVT-000402,2025-01-04 09:06:02+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,normal_motion,0.6485985384408216
EVT-000403,2025-01-05 04:41:50+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.7813896852638066
EVT-000404,2025-01-05 12:21:25+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,object_left,0.8665612150232651
EVT-000405,2025-01-03 11:36:07+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,normal_motion,0.835499772749842
EVT-000406,2025-01-03 04:13:41+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,0.4502964610059183
EVT-000407,2025-01-05 20:35:49+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,loitering,0.8715507969301757
EVT-000408,2025-01-13 05:46:09+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,normal_motion,0.6720501443822069
EVT-000409,2025-01-01 00:30:55+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.9797857016613265
EVT-000410,2025-01-04 23:10:14+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,normal_motion,0.8220148805570874
EVT-000411,2025-01-01 20:22:13+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,normal_motion,0.767909574299757
EVT-000412,2025-01-08 20:39:36+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,normal_motion,1.0
EVT-000413,2025-01-04 12:12:06+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,normal_motion,0.4675200553267313
EVT-000414,2025-01-12 02:06:11+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,loitering,0.8624697277651346
EVT-000415,2025-01-09 04:33:55+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,normal_motion,0.43490081036484596
EVT-000416,2025-01-11 23:21:52+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,normal_motion,0.5642345473529546
EVT-000417,2025-01-09 21:19:43+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,normal_motion,0.5827833076497115
EVT-000418,2025-01-07 03:17:51+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,0.8389368133684212
EVT-000419,2025-01-13 01:17:04+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,normal_motion,0.5467954045560484
EVT-000420,2025-01-07 16:01:19+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,normal_motion,1.0
EVT-000421,2025-01-14 07:10:39+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.6756666971493702
EVT-000422,2025-01-14 22:13:10+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,normal_motion,0.495146722034411
EVT-000423,2025-01-09 05:54:39+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,normal_motion,0.606394653665662
EVT-000424,2025-01-10 10:39:52+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,normal_motion,0.5869942948736814
EVT-000425,2025-01-04 13:54:08+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.5589444006273347
EVT-000426,2025-01-12 09:43:05+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,loitering,0.8824884718824584
EVT-000427,2025-01-10 09:39:16+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,loitering,1.0
EVT-000428,2025-01-13 15:15:28+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,normal_motion,0.5224478662568459
EVT-000429,2025-01-04 17:42:52+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,normal_motion,0.7026056869676072
EVT-000430,2025-01-12 00:37:47+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,normal_motion,0.5078872836983448
EVT-000431,2025-01-07 14:00:44+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,normal_motion,1.0
EVT-000432,2025-01-03 14:13:11+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,intrusion,0.7999381854011347
EVT-000433,2025-01-03 09:31:18+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,object_left,0.6950742823655756
EVT-000434,2025-01-08 20:53:20+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,tailgating,0.7989165440946984
EVT-000435,2025-01-05 11:20:05+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,normal_motion,0.3058731602295701
EVT-000436,2025-01-02 10:14:10+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,tailgating,0.6773393318876222
EVT-000437,2025-01-06 23:31:15+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,normal_motion,0.3510168177870468
EVT-000438,2025-01-10 03:22:53+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,normal_motion,0.6463198915272248
EVT-000439,2025-01-05 11:09:59+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,normal_motion,0.466880426288676
EVT-000441,2025-01-11 21:55:39+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,intrusion,0.7596120710419125
EVT-000442,2025-01-08 04:16:39+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,object_left,0.8239771369436879
EVT-000443,2025-01-14 02:02:36+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,loitering,0.6641757337887464
EVT-000444,2025-01-07 01:28:42+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,object_left,0.8005660049817306
